"","year","age","value","groups","Age","Year"
"1",1984,4,0,"obs","4","1984"
"2",1984,5,0,"obs","5","1984"
"3",1984,6,0,"obs","6","1984"
"4",1984,7,0.0750401,"obs","7","1984"
"5",1984,8,0.283604,"obs","8","1984"
"6",1984,9,0.115406,"obs","9","1984"
"7",1984,10,0.142013,"obs","10","1984"
"8",1984,11,0.144532,"obs","11","1984"
"9",1984,12,0.121054,"obs","12","1984"
"10",1984,13,0.0518608,"obs","13","1984"
"11",1984,14,0.0113295,"obs","14","1984"
"12",1984,15,0.0402641,"obs","15","1984"
"13",1984,16,0.0058265,"obs","16","1984"
"14",1984,17,0,"obs","17","1984"
"15",1984,18,0,"obs","18","1984"
"16",1984,19,0,"obs","19","1984"
"17",1984,20,0.00152227,"obs","20","1984"
"18",1984,21,0,"obs","21","1984"
"19",1984,22,0,"obs","22","1984"
"20",1984,23,0,"obs","23","1984"
"21",1984,24,0,"obs","24","1984"
"22",1984,25,0.00754728,"obs","25","1984"
"23",1987,4,0,"obs","4","1987"
"24",1987,5,0,"obs","5","1987"
"25",1987,6,0,"obs","6","1987"
"26",1987,7,0.191702,"obs","7","1987"
"27",1987,8,0.00330895,"obs","8","1987"
"28",1987,9,0.0473196,"obs","9","1987"
"29",1987,10,0.155425,"obs","10","1987"
"30",1987,11,0.21264,"obs","11","1987"
"31",1987,12,0.108542,"obs","12","1987"
"32",1987,13,0.0571548,"obs","13","1987"
"33",1987,14,0.0340055,"obs","14","1987"
"34",1987,15,0.0434391,"obs","15","1987"
"35",1987,16,0.0144124,"obs","16","1987"
"36",1987,17,0.0272078,"obs","17","1987"
"37",1987,18,0.0118059,"obs","18","1987"
"38",1987,19,0.0184747,"obs","19","1987"
"39",1987,20,0.00967965,"obs","20","1987"
"40",1987,21,0.0136665,"obs","21","1987"
"41",1987,22,0.00156889,"obs","22","1987"
"42",1987,23,0,"obs","23","1987"
"43",1987,24,0.00437371,"obs","24","1987"
"44",1987,25,0.0452735,"obs","25","1987"
"45",1990,4,0.00749876,"obs","4","1990"
"46",1990,5,0.00535624,"obs","5","1990"
"47",1990,6,0.00259833,"obs","6","1990"
"48",1990,7,0.00101613,"obs","7","1990"
"49",1990,8,0.00114422,"obs","8","1990"
"50",1990,9,0.00665372,"obs","9","1990"
"51",1990,10,0.115212,"obs","10","1990"
"52",1990,11,0.134419,"obs","11","1990"
"53",1990,12,0.0856861,"obs","12","1990"
"54",1990,13,0.113335,"obs","13","1990"
"55",1990,14,0.171284,"obs","14","1990"
"56",1990,15,0.138878,"obs","15","1990"
"57",1990,16,0.0423845,"obs","16","1990"
"58",1990,17,0.0148929,"obs","17","1990"
"59",1990,18,0.0549978,"obs","18","1990"
"60",1990,19,0.035179,"obs","19","1990"
"61",1990,20,0.0086986,"obs","20","1990"
"62",1990,21,0.0197196,"obs","21","1990"
"63",1990,22,0.00675761,"obs","22","1990"
"64",1990,23,0,"obs","23","1990"
"65",1990,24,0.0011716,"obs","24","1990"
"66",1990,25,0.0331167,"obs","25","1990"
"67",1993,4,0.00431989,"obs","4","1993"
"68",1993,5,0.0576608,"obs","5","1993"
"69",1993,6,0.0937446,"obs","6","1993"
"70",1993,7,0.194239,"obs","7","1993"
"71",1993,8,0.0894061,"obs","8","1993"
"72",1993,9,0.119418,"obs","9","1993"
"73",1993,10,0.0307232,"obs","10","1993"
"74",1993,11,0.0320678,"obs","11","1993"
"75",1993,12,0.0199604,"obs","12","1993"
"76",1993,13,0.0481039,"obs","13","1993"
"77",1993,14,0.0216945,"obs","14","1993"
"78",1993,15,0.0387445,"obs","15","1993"
"79",1993,16,0.0449099,"obs","16","1993"
"80",1993,17,0.041586,"obs","17","1993"
"81",1993,18,0.0160985,"obs","18","1993"
"82",1993,19,0.0154782,"obs","19","1993"
"83",1993,20,0.00961773,"obs","20","1993"
"84",1993,21,0.0113435,"obs","21","1993"
"85",1993,22,0.00883019,"obs","22","1993"
"86",1993,23,0.00916354,"obs","23","1993"
"87",1993,24,0.014702,"obs","24","1993"
"88",1993,25,0.0781872,"obs","25","1993"
"89",1996,4,0.0126405,"obs","4","1996"
"90",1996,5,0.00702311,"obs","5","1996"
"91",1996,6,0.0134528,"obs","6","1996"
"92",1996,7,0.00361493,"obs","7","1996"
"93",1996,8,0.0249786,"obs","8","1996"
"94",1996,9,0.0493152,"obs","9","1996"
"95",1996,10,0.1881,"obs","10","1996"
"96",1996,11,0.110755,"obs","11","1996"
"97",1996,12,0.147579,"obs","12","1996"
"98",1996,13,0.0448098,"obs","13","1996"
"99",1996,14,0.0294908,"obs","14","1996"
"100",1996,15,0.0328732,"obs","15","1996"
"101",1996,16,0.014819,"obs","16","1996"
"102",1996,17,0.0180008,"obs","17","1996"
"103",1996,18,0.0517408,"obs","18","1996"
"104",1996,19,0.0410766,"obs","19","1996"
"105",1996,20,0.0446014,"obs","20","1996"
"106",1996,21,0.0185556,"obs","21","1996"
"107",1996,22,0.0157464,"obs","22","1996"
"108",1996,23,0.0229229,"obs","23","1996"
"109",1996,24,0.0106491,"obs","24","1996"
"110",1996,25,0.0972546,"obs","25","1996"
"111",1999,4,0.000603614,"obs","4","1999"
"112",1999,5,0.0012388,"obs","5","1999"
"113",1999,6,0.000684358,"obs","6","1999"
"114",1999,7,0.0560394,"obs","7","1999"
"115",1999,8,0.0134203,"obs","8","1999"
"116",1999,9,0.047295,"obs","9","1999"
"117",1999,10,0.0331915,"obs","10","1999"
"118",1999,11,0.113343,"obs","11","1999"
"119",1999,12,0.269938,"obs","12","1999"
"120",1999,13,0.120625,"obs","13","1999"
"121",1999,14,0.0643678,"obs","14","1999"
"122",1999,15,0.0247588,"obs","15","1999"
"123",1999,16,0.0149528,"obs","16","1999"
"124",1999,17,0.00111,"obs","17","1999"
"125",1999,18,0.0204984,"obs","18","1999"
"126",1999,19,0.024585,"obs","19","1999"
"127",1999,20,0.0475683,"obs","20","1999"
"128",1999,21,0.0403266,"obs","21","1999"
"129",1999,22,0.0233072,"obs","22","1999"
"130",1999,23,0.0204001,"obs","23","1999"
"131",1999,24,0.00529486,"obs","24","1999"
"132",1999,25,0.0564512,"obs","25","1999"
"133",2001,4,0.0137831,"obs","4","2001"
"134",2001,5,0.0064121,"obs","5","2001"
"135",2001,6,0.0811871,"obs","6","2001"
"136",2001,7,0.0742258,"obs","7","2001"
"137",2001,8,0.0523875,"obs","8","2001"
"138",2001,9,0.188117,"obs","9","2001"
"139",2001,10,0.0953675,"obs","10","2001"
"140",2001,11,0.0928167,"obs","11","2001"
"141",2001,12,0.037276,"obs","12","2001"
"142",2001,13,0.0663461,"obs","13","2001"
"143",2001,14,0.0986212,"obs","14","2001"
"144",2001,15,0.0608621,"obs","15","2001"
"145",2001,16,0.0339306,"obs","16","2001"
"146",2001,17,0.0128261,"obs","17","2001"
"147",2001,18,0.00862205,"obs","18","2001"
"148",2001,19,0.00727012,"obs","19","2001"
"149",2001,20,0.00778232,"obs","20","2001"
"150",2001,21,0.00524218,"obs","21","2001"
"151",2001,22,0.00482409,"obs","22","2001"
"152",2001,23,0.0152979,"obs","23","2001"
"153",2001,24,0.00341652,"obs","24","2001"
"154",2001,25,0.0333857,"obs","25","2001"
"155",2003,4,0.00177117,"obs","4","2003"
"156",2003,5,0.0719925,"obs","5","2003"
"157",2003,6,0.113784,"obs","6","2003"
"158",2003,7,0.0113043,"obs","7","2003"
"159",2003,8,0.287681,"obs","8","2003"
"160",2003,9,0.0731553,"obs","9","2003"
"161",2003,10,0.0189644,"obs","10","2003"
"162",2003,11,0.0639075,"obs","11","2003"
"163",2003,12,0.0371767,"obs","12","2003"
"164",2003,13,0.0346431,"obs","13","2003"
"165",2003,14,0.0188115,"obs","14","2003"
"166",2003,15,0.0442056,"obs","15","2003"
"167",2003,16,0.0660388,"obs","16","2003"
"168",2003,17,0.0333238,"obs","17","2003"
"169",2003,18,0.0159092,"obs","18","2003"
"170",2003,19,0.0197943,"obs","19","2003"
"171",2003,20,0.0042059,"obs","20","2003"
"172",2003,21,0.0150822,"obs","21","2003"
"173",2003,22,0,"obs","22","2003"
"174",2003,23,0.00776909,"obs","23","2003"
"175",2003,24,0.0042059,"obs","24","2003"
"176",2003,25,0.0562734,"obs","25","2003"
"177",2005,4,0.00568159,"obs","4","2005"
"178",2005,5,0.00795914,"obs","5","2005"
"179",2005,6,0.0290484,"obs","6","2005"
"180",2005,7,0.0601586,"obs","7","2005"
"181",2005,8,0.0634092,"obs","8","2005"
"182",2005,9,0.0383993,"obs","9","2005"
"183",2005,10,0.100045,"obs","10","2005"
"184",2005,11,0.0885911,"obs","11","2005"
"185",2005,12,0.0584227,"obs","12","2005"
"186",2005,13,0.150107,"obs","13","2005"
"187",2005,14,0.0641059,"obs","14","2005"
"188",2005,15,0.0338949,"obs","15","2005"
"189",2005,16,0.0366666,"obs","16","2005"
"190",2005,17,0.0343371,"obs","17","2005"
"191",2005,18,0.0351125,"obs","18","2005"
"192",2005,19,0.0549612,"obs","19","2005"
"193",2005,20,0.0379013,"obs","20","2005"
"194",2005,21,0.0189827,"obs","21","2005"
"195",2005,22,0.00754035,"obs","22","2005"
"196",2005,23,0.00251741,"obs","23","2005"
"197",2005,24,0.0055515,"obs","24","2005"
"198",2005,25,0.0666066,"obs","25","2005"
"199",2007,4,0,"obs","4","2007"
"200",2007,5,0.00261039,"obs","5","2007"
"201",2007,6,0.00476935,"obs","6","2007"
"202",2007,7,0.0205324,"obs","7","2007"
"203",2007,8,0.0230164,"obs","8","2007"
"204",2007,9,0.116341,"obs","9","2007"
"205",2007,10,0.0918065,"obs","10","2007"
"206",2007,11,0.0463446,"obs","11","2007"
"207",2007,12,0.165397,"obs","12","2007"
"208",2007,13,0.126304,"obs","13","2007"
"209",2007,14,0.0656701,"obs","14","2007"
"210",2007,15,0.060875,"obs","15","2007"
"211",2007,16,0.0407894,"obs","16","2007"
"212",2007,17,0.00882393,"obs","17","2007"
"213",2007,18,0.0352681,"obs","18","2007"
"214",2007,19,0.0358834,"obs","19","2007"
"215",2007,20,0.022391,"obs","20","2007"
"216",2007,21,0.0210707,"obs","21","2007"
"217",2007,22,0.0200624,"obs","22","2007"
"218",2007,23,0.0101074,"obs","23","2007"
"219",2007,24,0.00707254,"obs","24","2007"
"220",2007,25,0.0748638,"obs","25","2007"
"221",2009,4,0.00414283,"obs","4","2009"
"222",2009,5,0.0217288,"obs","5","2009"
"223",2009,6,0.00949563,"obs","6","2009"
"224",2009,7,0.0256983,"obs","7","2009"
"225",2009,8,0.0129614,"obs","8","2009"
"226",2009,9,0.022278,"obs","9","2009"
"227",2009,10,0.0364492,"obs","10","2009"
"228",2009,11,0.0671164,"obs","11","2009"
"229",2009,12,0.0577886,"obs","12","2009"
"230",2009,13,0.0506967,"obs","13","2009"
"231",2009,14,0.134159,"obs","14","2009"
"232",2009,15,0.0591701,"obs","15","2009"
"233",2009,16,0.0687156,"obs","16","2009"
"234",2009,17,0.0742242,"obs","17","2009"
"235",2009,18,0.0238549,"obs","18","2009"
"236",2009,19,0.0242235,"obs","19","2009"
"237",2009,20,0.0551796,"obs","20","2009"
"238",2009,21,0.0321183,"obs","21","2009"
"239",2009,22,0.0385202,"obs","22","2009"
"240",2009,23,0.0736988,"obs","23","2009"
"241",2009,24,0.0169664,"obs","24","2009"
"242",2009,25,0.0908133,"obs","25","2009"
"243",2011,4,0.00047094,"obs","4","2011"
"244",2011,5,0.000359079,"obs","5","2011"
"245",2011,6,0.00452927,"obs","6","2011"
"246",2011,7,0.00362497,"obs","7","2011"
"247",2011,8,0.0225159,"obs","8","2011"
"248",2011,9,0.0182744,"obs","9","2011"
"249",2011,10,0.0948544,"obs","10","2011"
"250",2011,11,0.0920925,"obs","11","2011"
"251",2011,12,0.071956,"obs","12","2011"
"252",2011,13,0.119088,"obs","13","2011"
"253",2011,14,0.111749,"obs","14","2011"
"254",2011,15,0.0660066,"obs","15","2011"
"255",2011,16,0.0795515,"obs","16","2011"
"256",2011,17,0.040232,"obs","17","2011"
"257",2011,18,0.037255,"obs","18","2011"
"258",2011,19,0.0386805,"obs","19","2011"
"259",2011,20,0.0163626,"obs","20","2011"
"260",2011,21,0.0215948,"obs","21","2011"
"261",2011,22,0.0240895,"obs","22","2011"
"262",2011,23,0.0308895,"obs","23","2011"
"263",2011,24,0.0234728,"obs","24","2011"
"264",2011,25,0.0823507,"obs","25","2011"
"265",2013,4,0.000561827,"obs","4","2013"
"266",2013,5,0.00325293,"obs","5","2013"
"267",2013,6,0.00642773,"obs","6","2013"
"268",2013,7,0.00673913,"obs","7","2013"
"269",2013,8,0.0139717,"obs","8","2013"
"270",2013,9,0.0215494,"obs","9","2013"
"271",2013,10,0.0108624,"obs","10","2013"
"272",2013,11,0.0230177,"obs","11","2013"
"273",2013,12,0.0616332,"obs","12","2013"
"274",2013,13,0.107883,"obs","13","2013"
"275",2013,14,0.0897148,"obs","14","2013"
"276",2013,15,0.134166,"obs","15","2013"
"277",2013,16,0.0868538,"obs","16","2013"
"278",2013,17,0.0576847,"obs","17","2013"
"279",2013,18,0.0797791,"obs","18","2013"
"280",2013,19,0.066109,"obs","19","2013"
"281",2013,20,0.0242051,"obs","20","2013"
"282",2013,21,0.0288628,"obs","21","2013"
"283",2013,22,0.025118,"obs","22","2013"
"284",2013,23,0.016348,"obs","23","2013"
"285",2013,24,0.0206829,"obs","24","2013"
"286",2013,25,0.114577,"obs","25","2013"
"287",2015,4,0,"obs","4","2015"
"288",2015,5,0.00568525,"obs","5","2015"
"289",2015,6,0.00511346,"obs","6","2015"
"290",2015,7,0.00387335,"obs","7","2015"
"291",2015,8,0.0247576,"obs","8","2015"
"292",2015,9,0.0411161,"obs","9","2015"
"293",2015,10,0.0467414,"obs","10","2015"
"294",2015,11,0.0392182,"obs","11","2015"
"295",2015,12,0.0390382,"obs","12","2015"
"296",2015,13,0.0467432,"obs","13","2015"
"297",2015,14,0.0606144,"obs","14","2015"
"298",2015,15,0.0957344,"obs","15","2015"
"299",2015,16,0.0650601,"obs","16","2015"
"300",2015,17,0.0713319,"obs","17","2015"
"301",2015,18,0.0751767,"obs","18","2015"
"302",2015,19,0.0444265,"obs","19","2015"
"303",2015,20,0.0394753,"obs","20","2015"
"304",2015,21,0.0373974,"obs","21","2015"
"305",2015,22,0.0208558,"obs","22","2015"
"306",2015,23,0.0185627,"obs","23","2015"
"307",2015,24,0.0373946,"obs","24","2015"
"308",2015,25,0.181683,"obs","25","2015"
"309",2017,4,0,"obs","4","2017"
"310",2017,5,0.00197892,"obs","5","2017"
"311",2017,6,0.00236164,"obs","6","2017"
"312",2017,7,0.067901,"obs","7","2017"
"313",2017,8,0.0323403,"obs","8","2017"
"314",2017,9,0.0792207,"obs","9","2017"
"315",2017,10,0.139406,"obs","10","2017"
"316",2017,11,0.0637111,"obs","11","2017"
"317",2017,12,0.0836001,"obs","12","2017"
"318",2017,13,0.0744703,"obs","13","2017"
"319",2017,14,0.0488038,"obs","14","2017"
"320",2017,15,0.0358886,"obs","15","2017"
"321",2017,16,0.0467447,"obs","16","2017"
"322",2017,17,0.0569716,"obs","17","2017"
"323",2017,18,0.0360731,"obs","18","2017"
"324",2017,19,0.0358528,"obs","19","2017"
"325",2017,20,0.0233181,"obs","20","2017"
"326",2017,21,0.0301528,"obs","21","2017"
"327",2017,22,0.0231177,"obs","22","2017"
"328",2017,23,0.0113728,"obs","23","2017"
"329",2017,24,0.0112806,"obs","24","2017"
"330",2017,25,0.0954337,"obs","25","2017"
"331",2019,4,0.000606893,"obs","4","2019"
"332",2019,5,0.00336742,"obs","5","2019"
"333",2019,6,0.0058545,"obs","6","2019"
"334",2019,7,0.00826204,"obs","7","2019"
"335",2019,8,0.0245808,"obs","8","2019"
"336",2019,9,0.0853021,"obs","9","2019"
"337",2019,10,0.0775331,"obs","10","2019"
"338",2019,11,0.124788,"obs","11","2019"
"339",2019,12,0.120963,"obs","12","2019"
"340",2019,13,0.0590606,"obs","13","2019"
"341",2019,14,0.0551872,"obs","14","2019"
"342",2019,15,0.0407115,"obs","15","2019"
"343",2019,16,0.0561368,"obs","16","2019"
"344",2019,17,0.0535742,"obs","17","2019"
"345",2019,18,0.0383629,"obs","18","2019"
"346",2019,19,0.0456818,"obs","19","2019"
"347",2019,20,0.0233422,"obs","20","2019"
"348",2019,21,0.0399358,"obs","21","2019"
"349",2019,22,0.0233403,"obs","22","2019"
"350",2019,23,0.00508148,"obs","23","2019"
"351",2019,24,0.0208674,"obs","24","2019"
"352",2019,25,0.0874604,"obs","25","2019"
"353",1984,4,0.0178372,"pred","4","1984"
"354",1984,5,0.00860204,"pred","5","1984"
"355",1984,6,0.0288979,"pred","6","1984"
"356",1984,7,0.0631796,"pred","7","1984"
"357",1984,8,0.116128,"pred","8","1984"
"358",1984,9,0.0631026,"pred","9","1984"
"359",1984,10,0.0592963,"pred","10","1984"
"360",1984,11,0.0593473,"pred","11","1984"
"361",1984,12,0.0575039,"pred","12","1984"
"362",1984,13,0.0405649,"pred","13","1984"
"363",1984,14,0.0342,"pred","14","1984"
"364",1984,15,0.0308287,"pred","15","1984"
"365",1984,16,0.0243247,"pred","16","1984"
"366",1984,17,0.0194946,"pred","17","1984"
"367",1984,18,0.0168363,"pred","18","1984"
"368",1984,19,0.0149002,"pred","19","1984"
"369",1984,20,0.0137245,"pred","20","1984"
"370",1984,21,0.0130782,"pred","21","1984"
"371",1984,22,0.0125026,"pred","22","1984"
"372",1984,23,0.011947,"pred","23","1984"
"373",1984,24,0.0114764,"pred","24","1984"
"374",1984,25,0.28223,"pred","25","1984"
"375",1987,4,0.00373354,"pred","4","1987"
"376",1987,5,0.00872965,"pred","5","1987"
"377",1987,6,0.0136471,"pred","6","1987"
"378",1987,7,0.0649965,"pred","7","1987"
"379",1987,8,0.0327345,"pred","8","1987"
"380",1987,9,0.0743609,"pred","9","1987"
"381",1987,10,0.120657,"pred","10","1987"
"382",1987,11,0.156339,"pred","11","1987"
"383",1987,12,0.0746483,"pred","12","1987"
"384",1987,13,0.0506855,"pred","13","1987"
"385",1987,14,0.0435308,"pred","14","1987"
"386",1987,15,0.0377669,"pred","15","1987"
"387",1987,16,0.0263221,"pred","16","1987"
"388",1987,17,0.0211425,"pred","17","1987"
"389",1987,18,0.0185853,"pred","18","1987"
"390",1987,19,0.014746,"pred","19","1987"
"391",1987,20,0.0117833,"pred","20","1987"
"392",1987,21,0.0101129,"pred","21","1987"
"393",1987,22,0.00895554,"pred","22","1987"
"394",1987,23,0.00823828,"pred","23","1987"
"395",1987,24,0.00784619,"pred","24","1987"
"396",1987,25,0.190436,"pred","25","1987"
"397",1990,4,0.0256843,"pred","4","1990"
"398",1990,5,0.0159963,"pred","5","1990"
"399",1990,6,0.0385191,"pred","6","1990"
"400",1990,7,0.0183142,"pred","7","1990"
"401",1990,8,0.0318674,"pred","8","1990"
"402",1990,9,0.0439644,"pred","9","1990"
"403",1990,10,0.128843,"pred","10","1990"
"404",1990,11,0.0584928,"pred","11","1990"
"405",1990,12,0.080217,"pred","12","1990"
"406",1990,13,0.105183,"pred","13","1990"
"407",1990,14,0.113127,"pred","14","1990"
"408",1990,15,0.0560946,"pred","15","1990"
"409",1990,16,0.0336583,"pred","16","1990"
"410",1990,17,0.0279634,"pred","17","1990"
"411",1990,18,0.0235473,"pred","18","1990"
"412",1990,19,0.0167944,"pred","19","1990"
"413",1990,20,0.0132668,"pred","20","1990"
"414",1990,21,0.0115096,"pred","21","1990"
"415",1990,22,0.00921926,"pred","22","1990"
"416",1990,23,0.00738013,"pred","23","1990"
"417",1990,24,0.00631749,"pred","24","1990"
"418",1990,25,0.134057,"pred","25","1990"
"419",1993,4,0.00425658,"pred","4","1993"
"420",1993,5,0.0240865,"pred","5","1993"
"421",1993,6,0.0503042,"pred","6","1993"
"422",1993,7,0.10448,"pred","7","1993"
"423",1993,8,0.0635192,"pred","8","1993"
"424",1993,9,0.103432,"pred","9","1993"
"425",1993,10,0.0434035,"pred","10","1993"
"426",1993,11,0.0450085,"pred","11","1993"
