"","year","age","value","groups","Age","Year"
"1",1984,4,0,"obs","4","1984"
"2",1984,5,0,"obs","5","1984"
"3",1984,6,0,"obs","6","1984"
"4",1984,7,0.0750401,"obs","7","1984"
"5",1984,8,0.283604,"obs","8","1984"
"6",1984,9,0.115406,"obs","9","1984"
"7",1984,10,0.142013,"obs","10","1984"
"8",1984,11,0.144532,"obs","11","1984"
"9",1984,12,0.121054,"obs","12","1984"
"10",1984,13,0.0518608,"obs","13","1984"
"11",1984,14,0.0113295,"obs","14","1984"
"12",1984,15,0.0402641,"obs","15","1984"
"13",1984,16,0.0058265,"obs","16","1984"
"14",1984,17,0,"obs","17","1984"
"15",1984,18,0,"obs","18","1984"
"16",1984,19,0,"obs","19","1984"
"17",1984,20,0.00152227,"obs","20","1984"
"18",1984,21,0,"obs","21","1984"
"19",1984,22,0,"obs","22","1984"
"20",1984,23,0,"obs","23","1984"
"21",1984,24,0,"obs","24","1984"
"22",1984,25,0,"obs","25","1984"
"23",1984,26,0,"obs","26","1984"
"24",1984,27,0,"obs","27","1984"
"25",1984,28,0.000761,"obs","28","1984"
"26",1984,29,0,"obs","29","1984"
"27",1984,30,0.00678596,"obs","30","1984"
"28",1987,4,0,"obs","4","1987"
"29",1987,5,0,"obs","5","1987"
"30",1987,6,0,"obs","6","1987"
"31",1987,7,0.191702,"obs","7","1987"
"32",1987,8,0.00330895,"obs","8","1987"
"33",1987,9,0.0473196,"obs","9","1987"
"34",1987,10,0.155425,"obs","10","1987"
"35",1987,11,0.21264,"obs","11","1987"
"36",1987,12,0.108542,"obs","12","1987"
"37",1987,13,0.0571548,"obs","13","1987"
"38",1987,14,0.0340055,"obs","14","1987"
"39",1987,15,0.0434391,"obs","15","1987"
"40",1987,16,0.0144124,"obs","16","1987"
"41",1987,17,0.0272078,"obs","17","1987"
"42",1987,18,0.0118059,"obs","18","1987"
"43",1987,19,0.0184747,"obs","19","1987"
"44",1987,20,0.00967965,"obs","20","1987"
"45",1987,21,0.0136665,"obs","21","1987"
"46",1987,22,0.00156889,"obs","22","1987"
"47",1987,23,0,"obs","23","1987"
"48",1987,24,0.00437371,"obs","24","1987"
"49",1987,25,0.00208281,"obs","25","1987"
"50",1987,26,0.00150472,"obs","26","1987"
"51",1987,27,0.00358884,"obs","27","1987"
"52",1987,28,0.000924,"obs","28","1987"
"53",1987,29,0.00345549,"obs","29","1987"
"54",1987,30,0.0337176,"obs","30","1987"
"55",1990,4,0.00749876,"obs","4","1990"
"56",1990,5,0.00535624,"obs","5","1990"
"57",1990,6,0.00259833,"obs","6","1990"
"58",1990,7,0.00101613,"obs","7","1990"
"59",1990,8,0.00114422,"obs","8","1990"
"60",1990,9,0.00665372,"obs","9","1990"
"61",1990,10,0.115211,"obs","10","1990"
"62",1990,11,0.134419,"obs","11","1990"
"63",1990,12,0.0856861,"obs","12","1990"
"64",1990,13,0.113335,"obs","13","1990"
"65",1990,14,0.171284,"obs","14","1990"
"66",1990,15,0.138878,"obs","15","1990"
"67",1990,16,0.0423845,"obs","16","1990"
"68",1990,17,0.0148929,"obs","17","1990"
"69",1990,18,0.0549978,"obs","18","1990"
"70",1990,19,0.035179,"obs","19","1990"
"71",1990,20,0.00869859,"obs","20","1990"
"72",1990,21,0.0197196,"obs","21","1990"
"73",1990,22,0.0067576,"obs","22","1990"
"74",1990,23,0,"obs","23","1990"
"75",1990,24,0.0011716,"obs","24","1990"
"76",1990,25,0,"obs","25","1990"
"77",1990,26,0,"obs","26","1990"
"78",1990,27,0,"obs","27","1990"
"79",1990,28,0,"obs","28","1990"
"80",1990,29,0.000674,"obs","29","1990"
"81",1990,30,0.032443,"obs","30","1990"
"82",1993,4,0.00431989,"obs","4","1993"
"83",1993,5,0.0576608,"obs","5","1993"
"84",1993,6,0.0937446,"obs","6","1993"
"85",1993,7,0.194239,"obs","7","1993"
"86",1993,8,0.0894061,"obs","8","1993"
"87",1993,9,0.119418,"obs","9","1993"
"88",1993,10,0.0307232,"obs","10","1993"
"89",1993,11,0.0320678,"obs","11","1993"
"90",1993,12,0.0199604,"obs","12","1993"
"91",1993,13,0.0481039,"obs","13","1993"
"92",1993,14,0.0216945,"obs","14","1993"
"93",1993,15,0.0387445,"obs","15","1993"
"94",1993,16,0.0449099,"obs","16","1993"
"95",1993,17,0.041586,"obs","17","1993"
"96",1993,18,0.0160985,"obs","18","1993"
"97",1993,19,0.0154782,"obs","19","1993"
"98",1993,20,0.00961773,"obs","20","1993"
"99",1993,21,0.0113435,"obs","21","1993"
"100",1993,22,0.00883019,"obs","22","1993"
"101",1993,23,0.00916354,"obs","23","1993"
"102",1993,24,0.014702,"obs","24","1993"
"103",1993,25,0.00915349,"obs","25","1993"
"104",1993,26,0.00689038,"obs","26","1993"
"105",1993,27,0.00305636,"obs","27","1993"
"106",1993,28,0.00546995,"obs","28","1993"
"107",1993,29,0.00262945,"obs","29","1993"
"108",1993,30,0.0509876,"obs","30","1993"
"109",1996,4,0.0126405,"obs","4","1996"
"110",1996,5,0.00702311,"obs","5","1996"
"111",1996,6,0.0134528,"obs","6","1996"
"112",1996,7,0.00361493,"obs","7","1996"
"113",1996,8,0.0249786,"obs","8","1996"
"114",1996,9,0.0493152,"obs","9","1996"
"115",1996,10,0.1881,"obs","10","1996"
"116",1996,11,0.110755,"obs","11","1996"
"117",1996,12,0.147579,"obs","12","1996"
"118",1996,13,0.0448098,"obs","13","1996"
"119",1996,14,0.0294908,"obs","14","1996"
"120",1996,15,0.0328732,"obs","15","1996"
"121",1996,16,0.014819,"obs","16","1996"
"122",1996,17,0.0180008,"obs","17","1996"
"123",1996,18,0.0517408,"obs","18","1996"
"124",1996,19,0.0410766,"obs","19","1996"
"125",1996,20,0.0446014,"obs","20","1996"
"126",1996,21,0.0185556,"obs","21","1996"
"127",1996,22,0.0157464,"obs","22","1996"
"128",1996,23,0.0229229,"obs","23","1996"
"129",1996,24,0.0106491,"obs","24","1996"
"130",1996,25,0.0149318,"obs","25","1996"
"131",1996,26,0.0236587,"obs","26","1996"
"132",1996,27,0.0107015,"obs","27","1996"
"133",1996,28,0.00554881,"obs","28","1996"
"134",1996,29,0.016903,"obs","29","1996"
"135",1996,30,0.0255107,"obs","30","1996"
"136",1999,4,0.000604,"obs","4","1999"
"137",1999,5,0.00123879,"obs","5","1999"
"138",1999,6,0.000684,"obs","6","1999"
"139",1999,7,0.0560394,"obs","7","1999"
"140",1999,8,0.0134203,"obs","8","1999"
"141",1999,9,0.047295,"obs","9","1999"
"142",1999,10,0.0331915,"obs","10","1999"
"143",1999,11,0.113343,"obs","11","1999"
"144",1999,12,0.269938,"obs","12","1999"
"145",1999,13,0.120625,"obs","13","1999"
"146",1999,14,0.0643678,"obs","14","1999"
"147",1999,15,0.0247588,"obs","15","1999"
"148",1999,16,0.0149528,"obs","16","1999"
"149",1999,17,0.00111,"obs","17","1999"
"150",1999,18,0.0204984,"obs","18","1999"
"151",1999,19,0.024585,"obs","19","1999"
"152",1999,20,0.0475683,"obs","20","1999"
"153",1999,21,0.0403266,"obs","21","1999"
"154",1999,22,0.0233072,"obs","22","1999"
"155",1999,23,0.0204001,"obs","23","1999"
"156",1999,24,0.00529486,"obs","24","1999"
"157",1999,25,0.00718124,"obs","25","1999"
"158",1999,26,0,"obs","26","1999"
"159",1999,27,0.0107069,"obs","27","1999"
"160",1999,28,0,"obs","28","1999"
"161",1999,29,0,"obs","29","1999"
"162",1999,30,0.0385631,"obs","30","1999"
"163",2001,4,0.0137831,"obs","4","2001"
"164",2001,5,0.0064121,"obs","5","2001"
"165",2001,6,0.0811871,"obs","6","2001"
"166",2001,7,0.0742258,"obs","7","2001"
"167",2001,8,0.0523875,"obs","8","2001"
"168",2001,9,0.188117,"obs","9","2001"
"169",2001,10,0.0953675,"obs","10","2001"
"170",2001,11,0.0928167,"obs","11","2001"
"171",2001,12,0.037276,"obs","12","2001"
"172",2001,13,0.0663461,"obs","13","2001"
"173",2001,14,0.0986212,"obs","14","2001"
"174",2001,15,0.0608621,"obs","15","2001"
"175",2001,16,0.0339306,"obs","16","2001"
"176",2001,17,0.0128261,"obs","17","2001"
"177",2001,18,0.00862205,"obs","18","2001"
"178",2001,19,0.00727012,"obs","19","2001"
"179",2001,20,0.00778232,"obs","20","2001"
"180",2001,21,0.00524218,"obs","21","2001"
"181",2001,22,0.00482409,"obs","22","2001"
"182",2001,23,0.0152979,"obs","23","2001"
"183",2001,24,0.00341652,"obs","24","2001"
"184",2001,25,0,"obs","25","2001"
"185",2001,26,0.00286464,"obs","26","2001"
"186",2001,27,0.00356648,"obs","27","2001"
"187",2001,28,0.00568524,"obs","28","2001"
"188",2001,29,0.00183791,"obs","29","2001"
"189",2001,30,0.0194314,"obs","30","2001"
"190",2003,4,0.00177117,"obs","4","2003"
"191",2003,5,0.0719925,"obs","5","2003"
"192",2003,6,0.113784,"obs","6","2003"
"193",2003,7,0.0113043,"obs","7","2003"
"194",2003,8,0.287681,"obs","8","2003"
"195",2003,9,0.0731553,"obs","9","2003"
"196",2003,10,0.0189644,"obs","10","2003"
"197",2003,11,0.0639075,"obs","11","2003"
"198",2003,12,0.0371767,"obs","12","2003"
"199",2003,13,0.0346431,"obs","13","2003"
"200",2003,14,0.0188115,"obs","14","2003"
"201",2003,15,0.0442056,"obs","15","2003"
"202",2003,16,0.0660388,"obs","16","2003"
"203",2003,17,0.0333238,"obs","17","2003"
"204",2003,18,0.0159092,"obs","18","2003"
"205",2003,19,0.0197943,"obs","19","2003"
"206",2003,20,0.0042059,"obs","20","2003"
"207",2003,21,0.0150822,"obs","21","2003"
"208",2003,22,0,"obs","22","2003"
"209",2003,23,0.00776909,"obs","23","2003"
"210",2003,24,0.0042059,"obs","24","2003"
"211",2003,25,0.00868617,"obs","25","2003"
"212",2003,26,0.00567951,"obs","26","2003"
"213",2003,27,0.0124212,"obs","27","2003"
"214",2003,28,0.0111519,"obs","28","2003"
"215",2003,29,0.00851673,"obs","29","2003"
"216",2003,30,0.00981783,"obs","30","2003"
"217",2005,4,0.00568159,"obs","4","2005"
"218",2005,5,0.00795914,"obs","5","2005"
"219",2005,6,0.0290484,"obs","6","2005"
"220",2005,7,0.0601586,"obs","7","2005"
"221",2005,8,0.0634092,"obs","8","2005"
"222",2005,9,0.0383993,"obs","9","2005"
"223",2005,10,0.100045,"obs","10","2005"
"224",2005,11,0.0885911,"obs","11","2005"
"225",2005,12,0.0584227,"obs","12","2005"
"226",2005,13,0.150107,"obs","13","2005"
"227",2005,14,0.0641059,"obs","14","2005"
"228",2005,15,0.0338949,"obs","15","2005"
"229",2005,16,0.0366666,"obs","16","2005"
"230",2005,17,0.0343371,"obs","17","2005"
"231",2005,18,0.0351125,"obs","18","2005"
"232",2005,19,0.0549612,"obs","19","2005"
"233",2005,20,0.0379013,"obs","20","2005"
"234",2005,21,0.0189827,"obs","21","2005"
"235",2005,22,0.00754035,"obs","22","2005"
"236",2005,23,0.00251741,"obs","23","2005"
"237",2005,24,0.0055515,"obs","24","2005"
"238",2005,25,0.00856637,"obs","25","2005"
"239",2005,26,0.0156989,"obs","26","2005"
"240",2005,27,0.00471368,"obs","27","2005"
"241",2005,28,0.00758648,"obs","28","2005"
"242",2005,29,0.00677085,"obs","29","2005"
"243",2005,30,0.0232704,"obs","30","2005"
"244",2007,4,0,"obs","4","2007"
"245",2007,5,0.00261039,"obs","5","2007"
"246",2007,6,0.00476935,"obs","6","2007"
"247",2007,7,0.0205324,"obs","7","2007"
"248",2007,8,0.0230164,"obs","8","2007"
"249",2007,9,0.116341,"obs","9","2007"
"250",2007,10,0.0918065,"obs","10","2007"
"251",2007,11,0.0463446,"obs","11","2007"
"252",2007,12,0.165397,"obs","12","2007"
"253",2007,13,0.126304,"obs","13","2007"
"254",2007,14,0.0656701,"obs","14","2007"
"255",2007,15,0.060875,"obs","15","2007"
"256",2007,16,0.0407894,"obs","16","2007"
"257",2007,17,0.00882393,"obs","17","2007"
"258",2007,18,0.0352681,"obs","18","2007"
"259",2007,19,0.0358834,"obs","19","2007"
"260",2007,20,0.022391,"obs","20","2007"
"261",2007,21,0.0210707,"obs","21","2007"
"262",2007,22,0.0200624,"obs","22","2007"
"263",2007,23,0.0101074,"obs","23","2007"
"264",2007,24,0.00707254,"obs","24","2007"
"265",2007,25,0.010554,"obs","25","2007"
"266",2007,26,0.00897467,"obs","26","2007"
"267",2007,27,0.00237666,"obs","27","2007"
"268",2007,28,0.00263624,"obs","28","2007"
"269",2007,29,0.00423193,"obs","29","2007"
"270",2007,30,0.0460903,"obs","30","2007"
"271",2009,4,0.00414283,"obs","4","2009"
"272",2009,5,0.0217288,"obs","5","2009"
"273",2009,6,0.00949563,"obs","6","2009"
"274",2009,7,0.0256983,"obs","7","2009"
"275",2009,8,0.0129614,"obs","8","2009"
"276",2009,9,0.022278,"obs","9","2009"
"277",2009,10,0.0364492,"obs","10","2009"
"278",2009,11,0.0671164,"obs","11","2009"
"279",2009,12,0.0577886,"obs","12","2009"
"280",2009,13,0.0506967,"obs","13","2009"
"281",2009,14,0.134159,"obs","14","2009"
"282",2009,15,0.0591701,"obs","15","2009"
"283",2009,16,0.0687156,"obs","16","2009"
"284",2009,17,0.0742242,"obs","17","2009"
"285",2009,18,0.0238549,"obs","18","2009"
"286",2009,19,0.0242235,"obs","19","2009"
"287",2009,20,0.0551796,"obs","20","2009"
"288",2009,21,0.0321183,"obs","21","2009"
"289",2009,22,0.0385202,"obs","22","2009"
"290",2009,23,0.0736988,"obs","23","2009"
"291",2009,24,0.0169664,"obs","24","2009"
"292",2009,25,0.0154891,"obs","25","2009"
"293",2009,26,0.00341553,"obs","26","2009"
"294",2009,27,0.00707454,"obs","27","2009"
"295",2009,28,0,"obs","28","2009"
"296",2009,29,0,"obs","29","2009"
"297",2009,30,0.0648342,"obs","30","2009"
"298",2011,4,0.000471,"obs","4","2011"
"299",2011,5,0.000359,"obs","5","2011"
"300",2011,6,0.00452927,"obs","6","2011"
"301",2011,7,0.00362497,"obs","7","2011"
"302",2011,8,0.0225159,"obs","8","2011"
"303",2011,9,0.0182744,"obs","9","2011"
"304",2011,10,0.0948544,"obs","10","2011"
"305",2011,11,0.0920925,"obs","11","2011"
"306",2011,12,0.071956,"obs","12","2011"
"307",2011,13,0.119088,"obs","13","2011"
"308",2011,14,0.111749,"obs","14","2011"
"309",2011,15,0.0660066,"obs","15","2011"
"310",2011,16,0.0795515,"obs","16","2011"
"311",2011,17,0.040232,"obs","17","2011"
"312",2011,18,0.037255,"obs","18","2011"
"313",2011,19,0.0386805,"obs","19","2011"
"314",2011,20,0.0163626,"obs","20","2011"
"315",2011,21,0.0215948,"obs","21","2011"
"316",2011,22,0.0240895,"obs","22","2011"
"317",2011,23,0.0308895,"obs","23","2011"
"318",2011,24,0.0234728,"obs","24","2011"
"319",2011,25,0.0209124,"obs","25","2011"
"320",2011,26,0.0101584,"obs","26","2011"
"321",2011,27,0.01458,"obs","27","2011"
"322",2011,28,0.000508,"obs","28","2011"
"323",2011,29,0.00728149,"obs","29","2011"
"324",2011,30,0.0289107,"obs","30","2011"
"325",2013,4,0.000562,"obs","4","2013"
"326",2013,5,0.00325293,"obs","5","2013"
"327",2013,6,0.00642772,"obs","6","2013"
"328",2013,7,0.00673913,"obs","7","2013"
"329",2013,8,0.0139717,"obs","8","2013"
"330",2013,9,0.0215494,"obs","9","2013"
"331",2013,10,0.0108624,"obs","10","2013"
"332",2013,11,0.0230177,"obs","11","2013"
"333",2013,12,0.0616332,"obs","12","2013"
"334",2013,13,0.107883,"obs","13","2013"
"335",2013,14,0.0897148,"obs","14","2013"
"336",2013,15,0.134166,"obs","15","2013"
"337",2013,16,0.0868538,"obs","16","2013"
"338",2013,17,0.0576847,"obs","17","2013"
"339",2013,18,0.0797791,"obs","18","2013"
"340",2013,19,0.066109,"obs","19","2013"
"341",2013,20,0.0242051,"obs","20","2013"
"342",2013,21,0.0288628,"obs","21","2013"
"343",2013,22,0.025118,"obs","22","2013"
"344",2013,23,0.016348,"obs","23","2013"
"345",2013,24,0.0206829,"obs","24","2013"
"346",2013,25,0.0294331,"obs","25","2013"
"347",2013,26,0.0153718,"obs","26","2013"
"348",2013,27,0.0201184,"obs","27","2013"
"349",2013,28,0.0143944,"obs","28","2013"
"350",2013,29,0.0077326,"obs","29","2013"
"351",2013,30,0.0275261,"obs","30","2013"
"352",2015,4,0,"obs","4","2015"
"353",2015,5,0.00568525,"obs","5","2015"
"354",2015,6,0.00511346,"obs","6","2015"
"355",2015,7,0.00387335,"obs","7","2015"
"356",2015,8,0.0247576,"obs","8","2015"
"357",2015,9,0.0411161,"obs","9","2015"
"358",2015,10,0.0467414,"obs","10","2015"
"359",2015,11,0.0392182,"obs","11","2015"
"360",2015,12,0.0390382,"obs","12","2015"
"361",2015,13,0.0467432,"obs","13","2015"
"362",2015,14,0.0606144,"obs","14","2015"
"363",2015,15,0.0957344,"obs","15","2015"
"364",2015,16,0.0650601,"obs","16","2015"
"365",2015,17,0.0713319,"obs","17","2015"
"366",2015,18,0.0751767,"obs","18","2015"
"367",2015,19,0.0444265,"obs","19","2015"
"368",2015,20,0.0394753,"obs","20","2015"
"369",2015,21,0.0373974,"obs","21","2015"
"370",2015,22,0.0208558,"obs","22","2015"
"371",2015,23,0.0185627,"obs","23","2015"
"372",2015,24,0.0373946,"obs","24","2015"
"373",2015,25,0.0143389,"obs","25","2015"
"374",2015,26,0.0189983,"obs","26","2015"
"375",2015,27,0.0161549,"obs","27","2015"
"376",2015,28,0.0325061,"obs","28","2015"
"377",2015,29,0.0237536,"obs","29","2015"
"378",2015,30,0.0759315,"obs","30","2015"
"379",2017,4,0,"obs","4","2017"
"380",2017,5,0.00197892,"obs","5","2017"
"381",2017,6,0.00236164,"obs","6","2017"
"382",2017,7,0.067901,"obs","7","2017"
"383",2017,8,0.0323403,"obs","8","2017"
"384",2017,9,0.0792207,"obs","9","2017"
"385",2017,10,0.139406,"obs","10","2017"
"386",2017,11,0.0637111,"obs","11","2017"
"387",2017,12,0.0836001,"obs","12","2017"
"388",2017,13,0.0744703,"obs","13","2017"
"389",2017,14,0.0488038,"obs","14","2017"
"390",2017,15,0.0358886,"obs","15","2017"
"391",2017,16,0.0467447,"obs","16","2017"
"392",2017,17,0.0569716,"obs","17","2017"
"393",2017,18,0.0360731,"obs","18","2017"
"394",2017,19,0.0358528,"obs","19","2017"
"395",2017,20,0.0233181,"obs","20","2017"
"396",2017,21,0.0301528,"obs","21","2017"
"397",2017,22,0.0231177,"obs","22","2017"
"398",2017,23,0.0113728,"obs","23","2017"
"399",2017,24,0.0112806,"obs","24","2017"
"400",2017,25,0.00469701,"obs","25","2017"
"401",2017,26,0.0180995,"obs","26","2017"
"402",2017,27,0.0129507,"obs","27","2017"
"403",2017,28,0.00419662,"obs","28","2017"
"404",2017,29,0.00653504,"obs","29","2017"
"405",2017,30,0.0489549,"obs","30","2017"
"406",2019,4,0.000607,"obs","4","2019"
"407",2019,5,0.00336742,"obs","5","2019"
"408",2019,6,0.0058545,"obs","6","2019"
"409",2019,7,0.00826204,"obs","7","2019"
"410",2019,8,0.0245808,"obs","8","2019"
"411",2019,9,0.0853021,"obs","9","2019"
"412",2019,10,0.0775331,"obs","10","2019"
"413",2019,11,0.124788,"obs","11","2019"
"414",2019,12,0.120963,"obs","12","2019"
"415",2019,13,0.0590606,"obs","13","2019"
"416",2019,14,0.0551872,"obs","14","2019"
"417",2019,15,0.0407115,"obs","15","2019"
"418",2019,16,0.0561368,"obs","16","2019"
"419",2019,17,0.0535742,"obs","17","2019"
"420",2019,18,0.0383629,"obs","18","2019"
"421",2019,19,0.0456818,"obs","19","2019"
"422",2019,20,0.0233422,"obs","20","2019"
"423",2019,21,0.0399358,"obs","21","2019"
"424",2019,22,0.0233403,"obs","22","2019"
"425",2019,23,0.00508148,"obs","23","2019"
"426",2019,24,0.0208674,"obs","24","2019"
"427",2019,25,0.017094,"obs","25","2019"
"428",2019,26,0.00779278,"obs","26","2019"
